,gid_3
14555,PHL.20.20.2_1
14556,PHL.20.20.3_1
14557,PHL.20.20.4_1
14561,PHL.20.20.8_1
14564,PHL.20.20.11_1
14584,PHL.20.20.32_1
14585,PHL.20.20.33_1
14586,PHL.20.20.34_1
14589,PHL.20.20.37_1
14590,PHL.20.20.38_1
14592,PHL.20.20.39_1
14594,PHL.20.20.41_1
14596,PHL.20.20.43_1
14600,PHL.20.20.47_1
14601,PHL.20.20.48_1
14608,PHL.20.20.57_1
14610,PHL.20.20.59_1
14612,PHL.20.20.61_1
14613,PHL.20.20.62_1
14616,PHL.20.20.65_1
14621,PHL.20.20.70_1
14632,PHL.20.21.3_1
14635,PHL.20.21.6_1
14636,PHL.20.21.7_1
14637,PHL.20.21.8_1
14646,PHL.20.21.20_1
14655,PHL.20.21.29_1
14661,PHL.20.21.35_1
14662,PHL.20.21.36_1
14664,PHL.20.22.11_1
14666,PHL.20.22.3_1
14671,PHL.20.22.12_1
14672,PHL.20.22.13_1
14673,PHL.20.22.2_1
14674,PHL.20.22.6_1
14675,PHL.20.22.8_1
14676,PHL.20.22.9_1
14677,PHL.20.22.10_1
14678,PHL.20.22.15_1
14679,PHL.20.23.1_1
14680,PHL.20.23.3_1
14681,PHL.20.23.4_1
14682,PHL.20.23.5_1
14683,PHL.20.23.6_1
14684,PHL.20.23.7_1
14687,PHL.20.23.11_1
14688,PHL.20.23.12_1
14689,PHL.20.23.13_1
14690,PHL.20.23.14_1
14695,PHL.20.23.16_1
14701,PHL.20.24.1_1
14703,PHL.20.24.3_1
14709,PHL.20.24.11_1
14711,PHL.20.24.13_1
14713,PHL.20.24.15_1
14717,PHL.20.24.23_1
14718,PHL.20.24.24_1
14719,PHL.20.24.25_1
14720,PHL.20.24.19_1
14721,PHL.20.24.7_1
14722,PHL.20.24.20_1
14723,PHL.20.24.22_1
14731,PHL.20.25.22_1
14732,PHL.20.25.32_1
14733,PHL.20.25.2_1
14736,PHL.20.25.37_1
14738,PHL.20.25.10_1
14739,PHL.20.25.11_1
14749,PHL.20.25.34_1
14750,PHL.20.25.35_1
14756,PHL.20.25.16_1
14757,PHL.20.25.18_1
14758,PHL.20.25.19_1
14759,PHL.20.25.20_1
14760,PHL.20.25.23_1
14761,PHL.20.25.24_1
14762,PHL.20.25.25_1
14763,PHL.20.25.26_1
14764,PHL.20.25.27_1
14766,PHL.20.26.2_1
14767,PHL.20.26.3_1
14769,PHL.20.26.5_1
14770,PHL.20.26.6_1
14772,PHL.20.26.8_1
14773,PHL.20.26.9_1
14775,PHL.20.26.11_1
14779,PHL.20.26.15_1
14781,PHL.20.26.17_1
14783,PHL.20.26.19_1
14785,PHL.20.26.21_1
14786,PHL.20.26.23_1
14818,PHL.20.28.1_1
14819,PHL.20.28.2_1
14820,PHL.20.28.3_1
14823,PHL.20.28.6_1
14824,PHL.20.28.7_1
14825,PHL.20.28.8_1
14826,PHL.20.28.9_1
14827,PHL.20.28.10_1
14828,PHL.20.28.11_1
14829,PHL.20.28.12_1
14830,PHL.20.28.13_1
14831,PHL.20.28.14_1
14832,PHL.20.28.15_1
14872,PHL.20.30.1_1
14875,PHL.20.30.4_1
14876,PHL.20.30.5_1
14878,PHL.20.30.9_1
14879,PHL.20.30.10_1
14880,PHL.20.30.11_1
14881,PHL.20.30.13_1
14882,PHL.20.30.14_1
14883,PHL.20.30.15_1
14884,PHL.20.30.16_1
14885,PHL.20.30.17_1
14886,PHL.20.30.20_1
14888,PHL.20.30.25_1
14890,PHL.20.30.12_1
14891,PHL.20.30.18_1
14892,PHL.20.30.19_1
14893,PHL.20.30.21_1
14894,PHL.20.30.22_1
14895,PHL.20.30.23_1
14914,PHL.20.32.17_1
14915,PHL.20.32.18_1
14917,PHL.20.32.2_1
14919,PHL.20.32.4_1
14920,PHL.20.32.5_1
14921,PHL.20.32.6_1
14923,PHL.20.32.8_1
14925,PHL.20.32.10_1
14927,PHL.20.32.12_1
14930,PHL.20.32.15_1
14931,PHL.20.32.16_1
14932,PHL.20.32.19_1
14935,PHL.20.32.22_1
14942,PHL.20.32.29_1
14943,PHL.20.32.30_1
14944,PHL.20.32.31_1
14945,PHL.20.32.32_1
14948,PHL.20.32.35_1
14950,PHL.20.32.37_1
14972,PHL.20.34.1_1
14973,PHL.20.34.2_1
14980,PHL.20.34.12_1
14981,PHL.20.34.13_1
14983,PHL.20.34.15_1
14986,PHL.20.34.18_1
14988,PHL.20.34.21_1
14989,PHL.20.34.5_1
14990,PHL.20.34.6_1
14991,PHL.20.34.10_1
14992,PHL.20.34.19_1
15025,PHL.20.36.4_1
15026,PHL.20.36.5_1
15030,PHL.20.36.8_1
15031,PHL.20.36.9_1
15034,PHL.20.36.12_1
15036,PHL.20.36.14_1
15041,PHL.20.36.19_1
15052,PHL.20.36.32_1
15058,PHL.20.36.38_1
15059,PHL.20.36.40_1
15061,PHL.20.36.42_1
15064,PHL.20.36.45_1
15066,PHL.20.36.31_1
15067,PHL.20.36.39_1
15192,PHL.20.5.3_1
15193,PHL.20.5.2_1
15195,PHL.20.5.8_1
15199,PHL.20.6.1_1
15201,PHL.20.7.7_1
15205,PHL.20.7.15_1
15206,PHL.20.7.23_1
15207,PHL.20.7.2_1
15220,PHL.20.7.19_1
15222,PHL.20.7.21_1
15223,PHL.20.7.24_1
15224,PHL.20.7.25_1
15225,PHL.20.7.26_1
15229,PHL.20.7.36_1
15230,PHL.20.7.37_1
15232,PHL.20.7.22_1
15233,PHL.20.7.27_1
15234,PHL.20.7.28_1
15244,PHL.20.8.6_1
15245,PHL.20.8.7_1
15251,PHL.20.8.24_1
15252,PHL.20.8.13_1
15258,PHL.20.8.19_1
15265,PHL.20.8.30_1
15266,PHL.20.8.31_1
15864,PHL.24.10.19_1
15865,PHL.24.10.90_1
15866,PHL.24.10.25_1
15867,PHL.24.10.26_1
15868,PHL.24.10.27_1
15869,PHL.24.10.28_1
15870,PHL.24.10.85_1
15871,PHL.24.10.86_1
15873,PHL.24.10.24_1
15875,PHL.24.10.1_1
15876,PHL.24.10.2_1
15878,PHL.24.10.6_1
15879,PHL.24.10.7_1
15880,PHL.24.10.8_1
15881,PHL.24.10.9_1
15882,PHL.24.10.10_1
15883,PHL.24.10.11_1
15884,PHL.24.10.12_1
15885,PHL.24.10.13_1
15886,PHL.24.10.14_1
15887,PHL.24.10.15_1
15888,PHL.24.10.16_1
15889,PHL.24.10.17_1
15890,PHL.24.10.18_1
15891,PHL.24.10.20_1
15892,PHL.24.10.21_1
15893,PHL.24.10.22_1
15894,PHL.24.10.23_1
15895,PHL.24.10.29_1
15896,PHL.24.10.30_1
15897,PHL.24.10.31_1
15898,PHL.24.10.32_1
15899,PHL.24.10.33_1
15900,PHL.24.10.34_1
15901,PHL.24.10.35_1
15902,PHL.24.10.36_1
15903,PHL.24.10.37_1
15904,PHL.24.10.38_1
15905,PHL.24.10.39_1
15906,PHL.24.10.40_1
15909,PHL.24.10.43_1
15910,PHL.24.10.44_1
15911,PHL.24.10.45_1
15912,PHL.24.10.46_1
15913,PHL.24.10.47_1
15914,PHL.24.10.48_1
15915,PHL.24.10.49_1
15916,PHL.24.10.50_1
15917,PHL.24.10.51_1
15918,PHL.24.10.52_1
15919,PHL.24.10.53_1
15920,PHL.24.10.54_1
15921,PHL.24.10.55_1
15924,PHL.24.10.58_1
15935,PHL.24.10.69_1
15936,PHL.24.10.70_1
15937,PHL.24.10.71_1
15938,PHL.24.10.72_1
15939,PHL.24.10.73_1
15940,PHL.24.10.74_1
15941,PHL.24.10.75_1
15942,PHL.24.10.77_1
15943,PHL.24.10.78_1
15944,PHL.24.10.80_1
15945,PHL.24.10.82_1
15946,PHL.24.10.84_1
15947,PHL.24.10.87_1
15948,PHL.24.10.88_1
15949,PHL.24.10.89_1
15950,PHL.24.10.91_1
15951,PHL.24.10.92_1
15953,PHL.24.10.94_1
15954,PHL.24.10.95_1
15956,PHL.24.10.97_1
15957,PHL.24.10.76_1
15958,PHL.24.10.79_1
15959,PHL.24.10.81_1
15960,PHL.24.10.83_1
15968,PHL.24.11.11_1
15969,PHL.24.11.12_1
15972,PHL.24.11.15_1
15975,PHL.24.11.18_1
15978,PHL.24.11.21_1
15986,PHL.24.11.29_1
15987,PHL.24.11.30_1
16037,PHL.24.14.7_1
16042,PHL.24.14.23_1
16043,PHL.24.14.1_1
16044,PHL.24.14.2_1
16045,PHL.24.14.3_1
16046,PHL.24.14.4_1
16047,PHL.24.14.5_1
16048,PHL.24.14.6_1
16049,PHL.24.14.8_1
16050,PHL.24.14.9_1
16056,PHL.24.14.19_1
16057,PHL.24.14.20_1
16058,PHL.24.14.21_1
16059,PHL.24.14.22_1
16060,PHL.24.14.24_1
16063,PHL.24.14.27_1
16064,PHL.24.15.3_1
16068,PHL.24.15.21_1
16069,PHL.24.15.22_1
16070,PHL.24.15.23_1
16071,PHL.24.15.24_1
16075,PHL.24.15.14_1
16076,PHL.24.15.12_1
16077,PHL.24.15.13_1
16078,PHL.24.15.1_1
16080,PHL.24.15.4_1
16081,PHL.24.15.5_1
16082,PHL.24.15.6_1
16083,PHL.24.15.7_1
16084,PHL.24.15.8_1
16085,PHL.24.15.15_1
16086,PHL.24.15.16_1
16087,PHL.24.15.17_1
16099,PHL.24.16.14_1
16103,PHL.24.16.18_1
16105,PHL.24.16.20_1
16107,PHL.24.16.22_1
16119,PHL.24.17.2_1
16120,PHL.24.17.3_1
16121,PHL.24.17.4_1
16122,PHL.24.17.5_1
16125,PHL.24.17.8_1
16128,PHL.24.17.11_1
16130,PHL.24.17.13_1
16132,PHL.24.17.15_1
16133,PHL.24.17.16_1
16134,PHL.24.18.1_1
16135,PHL.24.18.2_1
16136,PHL.24.18.3_1
16137,PHL.24.18.4_1
16138,PHL.24.18.5_1
16139,PHL.24.18.6_1
16140,PHL.24.18.7_1
16141,PHL.24.18.8_1
16142,PHL.24.18.9_1
16143,PHL.24.18.10_1
16145,PHL.24.18.12_1
16146,PHL.24.18.13_1
16147,PHL.24.18.14_1
16148,PHL.24.18.15_1
16149,PHL.24.18.16_1
16150,PHL.24.18.17_1
16151,PHL.24.18.18_1
16153,PHL.24.18.20_1
16154,PHL.24.19.1_1
16155,PHL.24.19.2_1
16156,PHL.24.19.3_1
16157,PHL.24.19.4_1
16158,PHL.24.19.5_1
16159,PHL.24.19.6_1
16160,PHL.24.19.7_1
16161,PHL.24.19.8_1
16162,PHL.24.19.14_1
16163,PHL.24.19.15_1
16164,PHL.24.19.16_1
16165,PHL.24.19.17_1
16167,PHL.24.19.19_1
16168,PHL.24.19.20_1
16170,PHL.24.19.22_1
16171,PHL.24.19.23_1
16172,PHL.24.19.24_1
16173,PHL.24.19.25_1
16174,PHL.24.19.26_1
16175,PHL.24.19.27_1
16176,PHL.24.19.28_1
16177,PHL.24.19.29_1
16178,PHL.24.19.30_1
16179,PHL.24.19.31_1
16181,PHL.24.19.33_1
16182,PHL.24.19.34_1
16183,PHL.24.19.48_1
16184,PHL.24.19.35_1
16185,PHL.24.19.36_1
16186,PHL.24.19.37_1
16187,PHL.24.19.38_1
16189,PHL.24.19.40_1
16190,PHL.24.19.41_1
16191,PHL.24.19.42_1
16192,PHL.24.19.43_1
16194,PHL.24.19.45_1
16195,PHL.24.19.46_1
16196,PHL.24.19.47_1
16198,PHL.24.19.49_1
16199,PHL.24.19.50_1
16200,PHL.24.19.51_1
16201,PHL.24.19.52_1
16202,PHL.24.19.53_1
16203,PHL.24.19.54_1
16204,PHL.24.19.55_1
16205,PHL.24.19.56_1
16207,PHL.24.19.58_1
16209,PHL.24.19.60_1
16210,PHL.24.19.61_1
16211,PHL.24.19.62_1
16212,PHL.24.19.63_1
16213,PHL.24.19.12_1
16214,PHL.24.19.10_1
16215,PHL.24.19.11_1
16216,PHL.24.19.9_1
16217,PHL.24.19.13_1
16218,PHL.24.1.1_1
16220,PHL.24.1.8_1
16221,PHL.24.1.9_1
16222,PHL.24.1.10_1
16227,PHL.24.1.15_1
16228,PHL.24.1.16_1
16229,PHL.24.1.17_1
16230,PHL.24.1.18_1
16232,PHL.24.1.20_1
16234,PHL.24.1.22_1
16235,PHL.24.1.23_1
16236,PHL.24.1.24_1
16238,PHL.24.1.26_1
16241,PHL.24.1.29_1
16244,PHL.24.1.32_1
16245,PHL.24.1.2_1
16246,PHL.24.1.3_1
16249,PHL.24.1.6_1
16262,PHL.24.20.13_1
16263,PHL.24.20.14_1
16264,PHL.24.20.16_1
16267,PHL.24.20.19_1
16268,PHL.24.20.20_1
16269,PHL.24.20.21_1
16270,PHL.24.20.22_1
16273,PHL.24.20.25_1
16274,PHL.24.20.26_1
16277,PHL.24.20.29_1
16279,PHL.24.20.31_1
16284,PHL.24.20.15_1
16285,PHL.24.21.1_1
16286,PHL.24.21.30_1
16287,PHL.24.21.2_1
16288,PHL.24.21.3_1
16289,PHL.24.21.4_1
16290,PHL.24.21.5_1
16291,PHL.24.21.6_1
16292,PHL.24.21.7_1
16294,PHL.24.21.13_1
16295,PHL.24.21.14_1
16296,PHL.24.21.15_1
16298,PHL.24.21.17_1
16300,PHL.24.21.19_1
16301,PHL.24.21.20_1
16302,PHL.24.21.21_1
16303,PHL.24.21.22_1
16310,PHL.24.21.29_1
16312,PHL.24.21.32_1
16317,PHL.24.21.37_1
16318,PHL.24.21.38_1
16319,PHL.24.21.39_1
16322,PHL.24.21.9_1
16323,PHL.24.21.10_1
16324,PHL.24.21.11_1
16325,PHL.24.21.12_1
16326,PHL.24.22.2_1
16327,PHL.24.22.4_1
16328,PHL.24.22.5_1
16330,PHL.24.22.3_1
16331,PHL.24.22.6_1
16332,PHL.24.22.7_1
16333,PHL.24.22.8_1
16334,PHL.24.22.9_1
16335,PHL.24.22.10_1
16338,PHL.24.23.6_1
16342,PHL.24.23.12_1
16347,PHL.24.23.11_1
16349,PHL.24.2.1_1
16350,PHL.24.2.14_1
16351,PHL.24.2.15_1
16352,PHL.24.2.16_1
16353,PHL.24.2.17_1
16354,PHL.24.2.18_1
16357,PHL.24.2.21_1
16358,PHL.24.2.22_1
16359,PHL.24.2.23_1
16360,PHL.24.2.24_1
16361,PHL.24.2.25_1
16362,PHL.24.2.26_1
16363,PHL.24.2.4_1
16364,PHL.24.2.5_1
16365,PHL.24.2.2_1
16366,PHL.24.2.3_1
16367,PHL.24.2.6_1
16368,PHL.24.2.7_1
16369,PHL.24.2.8_1
16370,PHL.24.2.9_1
16371,PHL.24.2.10_1
16372,PHL.24.2.11_1
16373,PHL.24.2.12_1
16374,PHL.24.2.13_1
16375,PHL.24.3.40_1
16376,PHL.24.3.73_1
16378,PHL.24.3.2_1
16379,PHL.24.3.3_1
16380,PHL.24.3.4_1
16381,PHL.24.3.5_1
16382,PHL.24.3.6_1
16384,PHL.24.3.8_1
16386,PHL.24.3.10_1
16387,PHL.24.3.11_1
16388,PHL.24.3.12_1
16389,PHL.24.3.13_1
16390,PHL.24.3.14_1
16391,PHL.24.3.16_1
16392,PHL.24.3.17_1
16393,PHL.24.3.18_1
16397,PHL.24.3.22_1
16398,PHL.24.3.23_1
16399,PHL.24.3.24_1
16400,PHL.24.3.25_1
16401,PHL.24.3.26_1
16402,PHL.24.3.27_1
16403,PHL.24.3.28_1
16404,PHL.24.3.29_1
16405,PHL.24.3.30_1
16406,PHL.24.3.31_1
16407,PHL.24.3.32_1
16408,PHL.24.3.33_1
16409,PHL.24.3.34_1
16411,PHL.24.3.36_1
16412,PHL.24.3.37_1
16413,PHL.24.3.38_1
16414,PHL.24.3.39_1
16415,PHL.24.3.41_1
16416,PHL.24.3.42_1
16417,PHL.24.3.43_1
16418,PHL.24.3.44_1
16419,PHL.24.3.45_1
16420,PHL.24.3.46_1
16421,PHL.24.3.47_1
16422,PHL.24.3.48_1
16423,PHL.24.3.49_1
16424,PHL.24.3.50_1
16425,PHL.24.3.51_1
16426,PHL.24.3.52_1
16427,PHL.24.3.53_1
16429,PHL.24.3.55_1
16430,PHL.24.3.56_1
16433,PHL.24.3.70_1
16434,PHL.24.3.71_1
16435,PHL.24.3.59_1
16438,PHL.24.3.62_1
16439,PHL.24.3.63_1
16440,PHL.24.3.64_1
16441,PHL.24.3.65_1
16442,PHL.24.3.66_1
16443,PHL.24.3.67_1
16444,PHL.24.3.68_1
16445,PHL.24.3.69_1
16446,PHL.24.3.72_1
16447,PHL.24.3.15_1
16448,PHL.24.4.1_1
16449,PHL.24.4.10_1
16450,PHL.24.4.11_1
16451,PHL.24.4.12_1
16452,PHL.24.4.13_1
16453,PHL.24.4.14_1
16454,PHL.24.4.2_1
16455,PHL.24.4.3_1
16456,PHL.24.4.4_1
16457,PHL.24.4.5_1
16458,PHL.24.4.6_1
16459,PHL.24.4.7_1
16460,PHL.24.4.8_1
16461,PHL.24.4.9_1
16547,PHL.24.6.5_1
16548,PHL.24.6.38_1
16549,PHL.24.6.39_1
16550,PHL.24.6.45_1
16551,PHL.24.6.57_1
16552,PHL.24.6.58_1
16553,PHL.24.6.64_1
16554,PHL.24.6.65_1
16555,PHL.24.6.66_1
16556,PHL.24.6.1_1
16557,PHL.24.6.2_1
16558,PHL.24.6.3_1
16559,PHL.24.6.4_1
16560,PHL.24.6.6_1
16561,PHL.24.6.7_1
16562,PHL.24.6.8_1
16563,PHL.24.6.9_1
16564,PHL.24.6.10_1
16565,PHL.24.6.11_1
16566,PHL.24.6.12_1
16567,PHL.24.6.13_1
16568,PHL.24.6.14_1
16569,PHL.24.6.15_1
16570,PHL.24.6.16_1
16571,PHL.24.6.17_1
16572,PHL.24.6.18_1
16573,PHL.24.6.19_1
16574,PHL.24.6.20_1
16575,PHL.24.6.21_1
16576,PHL.24.6.22_1
16577,PHL.24.6.23_1
16578,PHL.24.6.24_1
16579,PHL.24.6.25_1
16580,PHL.24.6.26_1
16581,PHL.24.6.27_1
16582,PHL.24.6.28_1
16583,PHL.24.6.29_1
16584,PHL.24.6.30_1
16585,PHL.24.6.31_1
16586,PHL.24.6.32_1
16587,PHL.24.6.33_1
16588,PHL.24.6.34_1
16589,PHL.24.6.35_1
16590,PHL.24.6.36_1
16591,PHL.24.6.37_1
16592,PHL.24.6.40_1
16593,PHL.24.6.41_1
16594,PHL.24.6.42_1
16595,PHL.24.6.43_1
16596,PHL.24.6.44_1
16597,PHL.24.6.46_1
16598,PHL.24.6.47_1
16599,PHL.24.6.48_1
16600,PHL.24.6.49_1
16601,PHL.24.6.50_1
16602,PHL.24.6.51_1
16603,PHL.24.6.52_1
16604,PHL.24.6.53_1
16605,PHL.24.6.54_1
16606,PHL.24.6.55_1
16607,PHL.24.6.56_1
16608,PHL.24.6.59_1
16609,PHL.24.6.60_1
16610,PHL.24.6.61_1
16611,PHL.24.6.62_1
16612,PHL.24.6.63_1
16613,PHL.24.6.67_1
16614,PHL.24.6.68_1
16615,PHL.24.6.70_1
16616,PHL.24.6.69_1
16617,PHL.24.6.71_1
16618,PHL.24.6.72_1
16619,PHL.24.6.73_1
16635,PHL.24.8.7_1
16637,PHL.24.8.10_1
16638,PHL.24.8.11_1
16639,PHL.24.8.17_1
16640,PHL.24.8.18_1
16641,PHL.24.8.21_1
16642,PHL.24.8.22_1
16645,PHL.24.8.1_1
16649,PHL.24.8.6_1
16650,PHL.24.8.9_1
16651,PHL.24.8.12_1
16653,PHL.24.8.14_1
16654,PHL.24.8.15_1
16656,PHL.24.8.19_1
16658,PHL.24.8.25_1
16660,PHL.24.8.27_1
16661,PHL.24.9.2_1
16662,PHL.24.9.5_1
16663,PHL.24.9.10_1
16664,PHL.24.9.11_1
16665,PHL.24.9.12_1
16666,PHL.24.9.16_1
16667,PHL.24.9.23_1
16668,PHL.24.9.24_1
16669,PHL.24.9.26_1
16670,PHL.24.9.33_1
16672,PHL.24.9.3_1
16673,PHL.24.9.4_1
16674,PHL.24.9.6_1
16675,PHL.24.9.7_1
16676,PHL.24.9.8_1
16677,PHL.24.9.9_1
16679,PHL.24.9.14_1
16680,PHL.24.9.15_1
16682,PHL.24.9.18_1
16683,PHL.24.9.19_1
16686,PHL.24.9.22_1
16687,PHL.24.9.25_1
16688,PHL.24.9.27_1
16689,PHL.24.9.28_1
16690,PHL.24.9.29_1
16691,PHL.24.9.30_1
16693,PHL.24.9.32_1
16708,PHL.14.2.1_1
16709,PHL.14.2.2_1
16710,PHL.14.2.3_1
16811,PHL.14.8.10_1
16846,PHL.42.12.10_1
16847,PHL.42.12.32_1
16849,PHL.42.12.1_1
16850,PHL.42.12.2_1
16851,PHL.42.12.3_1
16853,PHL.42.12.5_1
16857,PHL.42.12.12_1
16864,PHL.42.12.19_1
16865,PHL.42.12.20_1
16867,PHL.42.12.22_1
16868,PHL.42.12.24_1
16869,PHL.42.12.25_1
16873,PHL.42.12.29_1
16876,PHL.42.12.33_1
16877,PHL.42.12.34_1
16945,PHL.42.16.1_1
17226,PHL.42.26.14_1
17229,PHL.42.26.65_1
17230,PHL.42.26.28_1
17231,PHL.42.26.1_1
17233,PHL.42.26.3_1
17235,PHL.42.26.5_1
17238,PHL.42.26.26_1
17241,PHL.42.26.10_1
17242,PHL.42.26.11_1
17245,PHL.42.26.15_1
17247,PHL.42.26.17_1
17253,PHL.42.26.23_1
17255,PHL.42.26.25_1
17264,PHL.42.26.36_1
17268,PHL.42.26.41_1
17271,PHL.42.26.45_1
17277,PHL.42.26.52_1
17278,PHL.42.26.53_1
17279,PHL.42.26.54_1
17280,PHL.42.26.55_1
17281,PHL.42.26.56_1
17286,PHL.42.26.62_1
17288,PHL.42.26.64_1
17291,PHL.42.26.68_1
17297,PHL.42.26.74_1
17299,PHL.42.26.76_1
17300,PHL.42.26.77_1
17301,PHL.42.26.78_1
17304,PHL.42.26.81_1
17307,PHL.42.26.84_1
17309,PHL.42.26.86_1
17312,PHL.42.26.89_1
17313,PHL.42.26.90_1
17318,PHL.42.26.95_1
17319,PHL.42.26.96_1
17381,PHL.42.29.17_1
17556,PHL.42.35.30_1
17560,PHL.42.35.4_1
17561,PHL.42.35.5_1
17568,PHL.42.35.12_1
17571,PHL.42.35.15_1
17574,PHL.42.35.18_1
17576,PHL.42.35.20_1
17580,PHL.42.35.24_1
17583,PHL.42.35.27_1
17584,PHL.42.35.28_1
17801,PHL.42.42.22_1
17884,PHL.42.6.29_1
17886,PHL.42.6.2_1
17887,PHL.42.6.3_1
17891,PHL.42.6.7_1
17892,PHL.42.6.8_1
17894,PHL.42.6.10_1
17899,PHL.42.6.15_1
17900,PHL.42.6.16_1
17901,PHL.42.6.17_1
17904,PHL.42.6.23_1
17909,PHL.42.6.28_1
17915,PHL.42.7.29_1
17916,PHL.42.7.1_1
17926,PHL.42.7.11_1
17932,PHL.42.7.17_1
17933,PHL.42.7.18_1
17937,PHL.42.7.22_1
17938,PHL.42.7.23_1
17945,PHL.42.7.31_1
17948,PHL.42.7.34_1
17984,PHL.27.10.22_1
17985,PHL.27.10.13_1
17986,PHL.27.10.14_1
17988,PHL.27.10.11_1
17989,PHL.27.10.2_1
17991,PHL.27.10.4_1
17992,PHL.27.10.5_1
17993,PHL.27.10.6_1
17996,PHL.27.10.9_1
17997,PHL.27.10.10_1
17998,PHL.27.10.15_1
18000,PHL.27.10.17_1
18001,PHL.27.10.18_1
18004,PHL.27.10.21_1
18005,PHL.27.10.23_1
18006,PHL.27.10.12_1
18012,PHL.27.1.3_1
18021,PHL.27.1.13_1
18030,PHL.27.2.1_1
18032,PHL.27.2.3_1
18035,PHL.27.3.3_1
18036,PHL.27.3.1_1
18037,PHL.27.3.2_1
18038,PHL.27.3.4_1
18039,PHL.27.3.5_1
18041,PHL.27.3.8_1
18042,PHL.27.3.9_1
18043,PHL.27.3.10_1
18044,PHL.27.3.11_1
18046,PHL.27.3.13_1
18048,PHL.27.3.15_1
18049,PHL.27.3.16_1
18051,PHL.27.3.18_1
18052,PHL.27.3.19_1
18053,PHL.27.3.20_1
18054,PHL.27.3.6_1
18077,PHL.27.5.9_1
18092,PHL.27.6.7_1
18096,PHL.27.6.4_1
18098,PHL.27.6.9_1
18104,PHL.27.6.15_1
18106,PHL.27.6.18_1
18111,PHL.27.6.25_1
18112,PHL.27.6.26_1
18113,PHL.27.6.27_1
18114,PHL.27.6.29_1
18115,PHL.27.6.30_1
18119,PHL.27.6.35_1
18120,PHL.27.6.36_1
18121,PHL.27.6.37_1
18125,PHL.27.6.8_1
18126,PHL.27.6.24_1
18127,PHL.27.6.28_1
18128,PHL.27.6.34_1
18134,PHL.27.7.37_1
18147,PHL.27.7.12_1
18148,PHL.27.7.13_1
18156,PHL.27.7.22_1
18193,PHL.27.9.4_1
18203,PHL.27.9.16_1
18210,PHL.17.10.4_1
18233,PHL.17.11.9_1
18234,PHL.17.11.10_1
18237,PHL.17.11.2_1
18240,PHL.17.11.5_1
18242,PHL.17.11.7_1
18244,PHL.17.11.11_1
18249,PHL.17.11.16_1
18250,PHL.17.11.17_1
18251,PHL.17.11.18_1
18252,PHL.17.11.19_1
18253,PHL.17.11.20_1
18254,PHL.17.11.21_1
18255,PHL.17.11.22_1
18256,PHL.17.11.23_1
18257,PHL.17.11.24_1
18258,PHL.17.11.25_1
18259,PHL.17.11.26_1
18260,PHL.17.11.27_1
18264,PHL.17.11.31_1
18269,PHL.17.11.36_1
18270,PHL.17.11.37_1
18271,PHL.17.11.38_1
18273,PHL.17.11.40_1
18274,PHL.17.11.43_1
18277,PHL.17.11.48_1
18279,PHL.17.11.50_1
18280,PHL.17.11.41_1
18281,PHL.17.11.45_1
18283,PHL.17.12.15_1
18284,PHL.17.12.1_1
18285,PHL.17.12.2_1
18286,PHL.17.12.3_1
18287,PHL.17.12.14_1
18288,PHL.17.12.4_1
18289,PHL.17.12.5_1
18290,PHL.17.12.6_1
18291,PHL.17.12.7_1
18292,PHL.17.12.8_1
18293,PHL.17.12.9_1
18294,PHL.17.12.10_1
18295,PHL.17.12.11_1
18296,PHL.17.12.12_1
18297,PHL.17.12.13_1
18298,PHL.17.12.16_1
18299,PHL.17.13.22_1
18300,PHL.17.13.1_1
18301,PHL.17.13.2_1
18302,PHL.17.13.3_1
18303,PHL.17.13.4_1
18305,PHL.17.13.6_1
18306,PHL.17.13.7_1
18307,PHL.17.13.17_1
18308,PHL.17.13.8_1
18309,PHL.17.13.9_1
18310,PHL.17.13.10_1
18311,PHL.17.13.11_1
18312,PHL.17.13.12_1
18313,PHL.17.13.13_1
18315,PHL.17.13.15_1
18316,PHL.17.13.16_1
18317,PHL.17.13.18_1
18318,PHL.17.13.19_1
18319,PHL.17.13.20_1
18320,PHL.17.13.21_1
18321,PHL.17.13.23_1
18322,PHL.17.13.24_1
18323,PHL.17.13.25_1
18324,PHL.17.13.26_1
18328,PHL.17.14.4_1
18331,PHL.17.14.7_1
18336,PHL.17.14.12_1
18347,PHL.17.16.12_1
18348,PHL.17.16.1_1
18349,PHL.17.16.2_1
18350,PHL.17.16.3_1
18351,PHL.17.16.4_1
18352,PHL.17.16.5_1
18353,PHL.17.16.6_1
18354,PHL.17.16.7_1
18355,PHL.17.16.8_1
18356,PHL.17.16.9_1
18357,PHL.17.16.10_1
18358,PHL.17.16.11_1
18359,PHL.17.16.13_1
18360,PHL.17.16.14_1
18361,PHL.17.16.15_1
18362,PHL.17.16.16_1
18363,PHL.17.16.17_1
18365,PHL.17.16.19_1
18366,PHL.17.16.20_1
18367,PHL.17.16.21_1
18368,PHL.17.16.22_1
18371,PHL.17.17.2_1
18383,PHL.17.18.1_1
18384,PHL.17.18.2_1
18385,PHL.17.18.3_1
18386,PHL.17.18.4_1
18387,PHL.17.18.5_1
18388,PHL.17.18.6_1
18390,PHL.17.18.8_1
18391,PHL.17.18.9_1
18392,PHL.17.18.10_1
18393,PHL.17.18.11_1
18394,PHL.17.18.12_1
18395,PHL.17.18.13_1
